Task ID: 4 generating graphs from index 200 to 250
🚀 开始生成谱-时序数据集 (Tasks: 200-250, Part: 4)...
  层数  5: Beta = -0.0653, Energy = -0.1382
  层数  5: Beta = -0.0653, Energy = -0.1382
  层数  5: Beta = -4.0661, Energy = -0.2274
  层数  5: Beta = -3.3739, Energy =  0.8479
  层数  5: Beta =  1.1998, Energy =  0.1921
  层数  5: Beta = -0.8814, Energy =  0.2783
  层数  5: Beta = -0.7097, Energy =  0.6813
  层数  5: Beta =  1.5028, Energy = -0.4639
  层数  5: Beta =  1.0031, Energy = -0.2476
  层数  5: Beta =  1.0031, Energy = -0.2476
  层数  5: Beta = -0.8814, Energy =  0.2783
  层数  5: Beta = -0.7097, Energy =  0.6813
  层数  5: Beta =  1.0031, Energy = -0.2476
  层数  5: Beta =  1.0031, Energy = -0.2476
  层数  5: Beta = -4.0661, Energy = -0.2274
  层数  5: Beta = -1.2972, Energy =  0.6605
  层数 10: Beta =  0.5335, Energy =  0.0301
  层数  5: Beta = -0.7097, Energy =  0.6813
  层数 10: Beta = -0.7631, Energy = -0.0459
  层数 10: Beta =  0.4169, Energy = -0.3601
  层数 10: Beta =  0.4169, Energy = -0.3601
  层数 10: Beta =  0.4169, Energy = -0.3601
  层数 10: Beta = -0.1419, Energy =  0.2457
  层数 10: Beta = -0.1419, Energy =  0.2457
  层数 10: Beta = -0.4055, Energy =  0.5017
  层数 10: Beta = -0.1419, Energy =  0.2457
  层数 10: Beta = -0.1419, Energy =  0.2457
  层数 10: Beta = -0.1053, Energy =  0.3961
  层数 10: Beta = -0.4055, Energy =  0.5017
  层数 10: Beta = -0.4055, Energy =  0.5017
  层数 10: Beta = -0.1053, Energy =  0.3961
  层数 10: Beta =  1.8613, Energy = -0.2821
  层数 10: Beta = -1.3389, Energy =  0.0382
  层数 15: Beta =  0.4616, Energy = -0.1705
  层数 15: Beta =  0.9776, Energy =  0.0548
  层数 10: Beta =  0.2992, Energy =  0.3906
  层数 10: Beta = -0.1053, Energy =  0.3961
  层数 10: Beta =  1.8613, Energy = -0.2821
  层数 10: Beta = -1.7557, Energy =  0.7405
  层数 10: Beta =  0.5335, Energy =  0.0301
  层数 10: Beta = -0.4055, Energy =  0.5017
  层数 15: Beta =  0.6339, Energy =  0.1723
  层数 10: Beta = -0.1419, Energy =  0.2457
  层数 10: Beta =  0.4169, Energy = -0.3601
  层数 10: Beta =  0.4169, Energy = -0.3601
  层数 10: Beta = -0.4055, Energy =  0.5017
  层数 10: Beta =  0.4169, Energy = -0.3601
  层数 15: Beta =  0.6339, Energy =  0.1723
  层数 10: Beta = -0.1053, Energy =  0.3961
  层数 10: Beta =  0.4169, Energy = -0.3601
  层数 10: Beta =  0.2992, Energy =  0.3906
  层数 10: Beta = -0.2644, Energy = -0.2721
  层数 10: Beta = -0.1053, Energy =  0.3961
  层数 15: Beta =  0.3156, Energy =  0.4558
  层数 15: Beta =  0.6339, Energy =  0.1723
  层数 15: Beta =  0.3156, Energy =  0.4558
  层数 15: Beta = -0.6502, Energy =  0.0770
  层数 15: Beta =  0.3156, Energy =  0.4558
  层数 15: Beta = -0.6502, Energy =  0.0770
  层数 20: Beta = -0.3401, Energy =  0.0523
  层数 20: Beta =  0.9140, Energy =  0.5759
  层数 15: Beta =  0.4517, Energy =  0.2964
  层数 15: Beta = -0.6502, Energy =  0.0770
  层数 20: Beta = -0.1724, Energy = -0.0815
  层数 15: Beta =  0.3156, Energy =  0.4558
  层数 15: Beta =  0.4517, Energy =  0.2964
  层数 15: Beta = -0.2800, Energy = -0.1057
  层数 15: Beta = -0.9630, Energy =  0.4353
  层数 20: Beta = -0.1724, Energy = -0.0815
  层数 15: Beta =  0.9776, Energy =  0.0548
  层数 15: Beta = -0.3023, Energy =  0.3801
  层数 15: Beta = -0.6502, Energy =  0.0770
  层数 15: Beta =  0.3156, Energy =  0.4558
  层数 15: Beta =  0.4517, Energy =  0.2964
  层数 15: Beta = -0.6091, Energy =  0.3069
  层数 15: Beta =  0.6339, Energy =  0.1723
  层数 15: Beta = -0.2990, Energy =  0.3800
  层数 15: Beta =  0.6339, Energy =  0.1723
  层数 15: Beta = -0.6502, Energy =  0.0770
  层数 15: Beta =  0.6339, Energy =  0.1723
  层数 15: Beta =  0.4517, Energy =  0.2964
  层数 15: Beta = -0.9630, Energy =  0.4353
  层数 15: Beta =  0.6339, Energy =  0.1723
  层数 15: Beta =  0.4517, Energy =  0.2964
  层数 15: Beta =  0.3522, Energy = -0.3408
  层数 20: Beta = -0.1724, Energy = -0.0815
  层数 20: Beta = -0.4763, Energy = -0.1329
  层数 20: Beta = -0.6909, Energy =  0.3783
  层数 20: Beta = -0.6909, Energy =  0.3783
  层数 25: Beta = -0.9435, Energy =  0.1446
  层数 25: Beta =  0.1840, Energy =  0.1942
  层数 25: Beta = -0.2899, Energy =  0.1512
  层数 20: Beta = -0.6909, Energy =  0.3783
  层数 20: Beta = -0.4763, Energy = -0.1329
  层数 20: Beta =  0.2069, Energy = -0.2525
  层数 20: Beta = -0.4763, Energy = -0.1329
  层数 25: Beta = -0.2899, Energy =  0.1512
  层数 20: Beta = -0.6909, Energy =  0.3783
  层数 20: Beta =  0.1732, Energy =  0.2902
  层数 20: Beta =  0.5754, Energy =  0.5157
  层数 20: Beta =  0.2069, Energy = -0.2525
  层数 20: Beta = -0.3401, Energy =  0.0523
  层数 20: Beta = -0.4763, Energy = -0.1329
  层数 20: Beta =  0.2069, Energy = -0.2525
  层数 20: Beta = -0.0636, Energy =  0.7471
  层数 20: Beta =  0.1580, Energy =  0.2756
  层数 20: Beta = -0.6909, Energy =  0.3783
  层数 20: Beta = -0.4763, Energy = -0.1329
  层数 20: Beta = -0.1724, Energy = -0.0815
  层数 20: Beta = -0.1801, Energy =  0.7284
  层数 20: Beta = -0.1724, Energy = -0.0815
  层数 20: Beta = -0.1724, Energy = -0.0815
  层数 25: Beta = -0.2899, Energy =  0.1512
  层数 20: Beta =  0.5754, Energy =  0.5157
  层数 20: Beta = -0.1724, Energy = -0.0815
  层数 25: Beta = -0.5499, Energy =  0.0534
  层数 20: Beta =  0.2069, Energy = -0.2525
  层数 25: Beta =  0.4968, Energy =  0.4857
  层数 30: Beta =  0.3010, Energy =  0.1131
  层数 25: Beta =  0.4968, Energy =  0.4857
  层数 30: Beta =  1.1335, Energy =  0.0560
  层数 20: Beta = -0.5150, Energy =  0.0450
  层数 30: Beta =  0.8380, Energy = -0.4349
  层数 20: Beta =  0.2069, Energy = -0.2525
  层数 25: Beta = -0.5499, Energy =  0.0534
  层数 25: Beta =  0.8485, Energy = -0.1827
  层数 25: Beta =  0.4968, Energy =  0.4857
  层数 25: Beta = -0.5499, Energy =  0.0534
  层数 30: Beta =  0.3010, Energy =  0.1131
  层数 25: Beta =  0.4968, Energy =  0.4857
  层数 25: Beta =  0.8485, Energy = -0.1827
  层数 25: Beta = -0.2748, Energy =  0.0258
  层数 25: Beta = -0.5499, Energy =  0.0534
  层数 25: Beta = -0.9435, Energy =  0.1446
  层数 25: Beta =  0.2889, Energy =  0.5568
  层数 25: Beta =  0.8503, Energy = -0.1823
  层数 25: Beta =  0.8879, Energy =  0.3602
  层数 25: Beta =  0.4968, Energy =  0.4857
  层数 25: Beta = -0.9903, Energy =  0.5631
  层数 30: Beta =  0.3010, Energy =  0.1131
  层数 25: Beta = -0.2899, Energy =  0.1512
  层数 25: Beta = -0.5499, Energy =  0.0534
  层数 35: Beta = -0.4658, Energy = -0.0155
  层数 25: Beta =  0.9628, Energy =  0.5241
  层数 25: Beta = -0.2899, Energy =  0.1512
  层数 35: Beta = -0.1245, Energy =  0.1992
  层数 25: Beta = -0.2899, Energy =  0.1512
  层数 30: Beta =  0.3622, Energy =  0.2788
  层数 35: Beta = -0.1596, Energy = -0.0174
  层数 30: Beta =  0.3622, Energy =  0.2788
  层数 30: Beta = -1.2338, Energy =  0.6335
  层数 30: Beta = -1.2338, Energy =  0.6335
  层数 25: Beta =  0.2889, Energy =  0.5568
  层数 25: Beta = -0.2899, Energy =  0.1512
  层数 25: Beta =  0.8485, Energy = -0.1827
  层数 30: Beta =  0.4415, Energy = -0.2069
  层数 25: Beta =  1.0787, Energy = -0.5260
  层数 30: Beta = -1.2338, Energy =  0.6335
  层数 35: Beta = -0.4658, Energy = -0.0155
  层数 30: Beta =  0.3622, Energy =  0.2788
  层数 25: Beta =  0.8501, Energy = -0.1824
  层数 30: Beta = -1.2338, Energy =  0.6335
  层数 30: Beta = -0.3664, Energy =  0.5560
  层数 30: Beta =  0.4414, Energy = -0.2069
  层数 30: Beta =  0.3622, Energy =  0.2788
  层数 39: Beta =  0.2228, Energy =  0.3081
开始 FALQON 演化 (n_qubits=10, alpha=1.0)...
  层数  0: Beta = -0.0000, Energy =  0.0000
  层数 30: Beta = -0.7569, Energy =  0.1579
  层数 30: Beta = -0.5788, Energy =  0.0158
  层数 39: Beta =  0.8066, Energy =  0.2947
开始 FALQON 演化 (n_qubits=10, alpha=1.0)...
  层数  0: Beta = -0.0000, Energy = -0.0000
  层数 39: Beta = -0.0787, Energy =  0.1979
开始 FALQON 演化 (n_qubits=10, alpha=1.0)...
  层数  0: Beta = -0.0000, Energy = -0.0000
  层数 35: Beta = -0.4659, Energy = -0.0155
  层数 30: Beta =  0.5397, Energy = -0.2462
  层数 30: Beta =  0.8381, Energy = -0.4349
  层数 35: Beta =  0.0538, Energy =  0.4434
  层数 30: Beta = -0.3053, Energy =  0.5047
  层数 35: Beta =  0.0529, Energy =  0.4434
  层数 39: Beta =  0.2228, Energy =  0.3081
开始 FALQON 演化 (n_qubits=10, alpha=1.0)...
  层数  0: Beta = -0.0000, Energy = -0.0000
  层数 30: Beta = -1.2338, Energy =  0.6335
  层数 30: Beta =  0.3010, Energy =  0.1131
  层数 35: Beta = -0.8560, Energy =  0.0376
  层数 30: Beta =  0.8918, Energy =  0.5539
  层数 30: Beta =  0.3622, Energy =  0.2788
  层数 35: Beta = -0.8561, Energy =  0.0376
  层数 30: Beta =  0.3010, Energy =  0.1131
  层数 35: Beta = -0.8561, Energy =  0.0376
  层数 35: Beta = -0.3096, Energy =  0.3623
  层数 30: Beta =  0.3010, Energy =  0.1131
  层数 30: Beta = -0.5788, Energy =  0.0158
  层数 35: Beta =  0.0539, Energy =  0.4434
  层数 30: Beta =  0.3010, Energy =  0.1131
  层数 30: Beta =  0.4428, Energy = -0.2075
  层数 30: Beta =  0.5331, Energy = -0.2440
  层数 30: Beta =  1.7534, Energy =  0.2383
  层数  5: Beta =  0.6143, Energy =  0.1977
  层数 39: Beta =  0.2228, Energy =  0.3081
开始 FALQON 演化 (n_qubits=10, alpha=1.0)...
  层数  0: Beta = -0.0000, Energy = -0.0000
  层数 35: Beta = -0.8561, Energy =  0.0376
  层数  5: Beta = -0.2312, Energy =  0.1937
  层数 35: Beta = -0.6858, Energy =  0.0719
  层数 35: Beta = -0.3096, Energy =  0.3688
  层数 35: Beta = -0.5895, Energy =  0.3032
  层数 35: Beta =  0.2909, Energy =  0.3613
  层数 35: Beta =  0.0538, Energy =  0.4434
  层数  5: Beta = -0.6288, Energy =  0.1867
  层数 39: Beta =  0.3496, Energy = -0.1656
开始 FALQON 演化 (n_qubits=10, alpha=1.0)...
  层数  0: Beta = -0.0000, Energy = -0.0000
  层数 39: Beta =  0.3626, Energy = -0.1651
开始 FALQON 演化 (n_qubits=10, alpha=1.0)...
  层数  0: Beta = -0.0000, Energy = -0.0000
  层数  5: Beta =  0.1713, Energy = -0.0734
  层数 39: Beta =  1.0874, Energy = -0.2754
开始 FALQON 演化 (n_qubits=10, alpha=1.0)...
  层数  0: Beta = -0.0000, Energy = -0.0000
  层数 35: Beta =  0.6801, Energy =  0.2042
  层数 39: Beta =  1.0882, Energy = -0.2749
开始 FALQON 演化 (n_qubits=10, alpha=1.0)...
  层数  0: Beta = -0.0000, Energy = -0.0000
  层数 39: Beta =  1.0883, Energy = -0.2749
开始 FALQON 演化 (n_qubits=10, alpha=1.0)...
  层数  0: Beta = -0.0000, Energy = -0.0000
  层数 35: Beta = -0.0713, Energy =  0.5170
  层数 39: Beta = -0.6523, Energy =  0.3850
  层数 35: Beta = -0.1466, Energy =  0.3777
开始 FALQON 演化 (n_qubits=10, alpha=1.0)...
  层数  0: Beta = -0.0000, Energy = -0.0000
  层数 35: Beta = -0.1602, Energy = -0.0174
  层数 35: Beta =  0.0538, Energy =  0.4434
  层数 39: Beta =  0.3484, Energy = -0.1657
  层数 35: Beta = -0.8561, Energy =  0.0376
开始 FALQON 演化 (n_qubits=10, alpha=1.0)...
  层数  0: Beta = -0.0000, Energy = -0.0000
  层数 35: Beta =  0.2917, Energy =  0.3610
  层数 35: Beta = -0.4659, Energy = -0.0155
  层数 35: Beta = -0.4658, Energy = -0.0155
  层数 35: Beta = -0.3005, Energy =  0.3088
  层数 35: Beta = -0.4658, Energy = -0.0155
  层数 39: Beta = -0.6192, Energy =  0.4192
开始 FALQON 演化 (n_qubits=10, alpha=1.0)...
  层数  0: Beta = -0.0000, Energy = -0.0000
  层数 39: Beta =  1.0882, Energy = -0.2749
开始 FALQON 演化 (n_qubits=10, alpha=1.0)...
  层数  0: Beta = -0.0000, Energy = -0.0000
  层数 39: Beta = -0.2396, Energy = -0.1545
  层数 35: Beta = -0.4658, Energy = -0.0155
开始 FALQON 演化 (n_qubits=10, alpha=1.0)...
  层数  0: Beta = -0.0000, Energy = -0.0000
  层数 10: Beta = -0.1336, Energy = -0.0050
  层数 35: Beta = -0.6926, Energy = -0.1401
  层数 39: Beta =  0.1086, Energy =  0.4448
开始 FALQON 演化 (n_qubits=10, alpha=1.0)...
  层数  0: Beta = -0.0000, Energy =  0.0000
  层数  5: Beta =  0.4360, Energy =  0.7076
  层数 10: Beta = -0.1334, Energy =  0.0041
  层数 35: Beta =  2.6820, Energy = -0.1021
  层数 10: Beta =  0.7470, Energy =  0.5576
  层数 10: Beta = -0.0614, Energy =  0.1390
  层数 39: Beta =  0.3488, Energy = -0.1657
开始 FALQON 演化 (n_qubits=10, alpha=1.0)...
  层数 39: Beta = -1.5571, Energy =  0.4008
  层数  0: Beta = -0.0000, Energy = -0.0000
开始 FALQON 演化 (n_qubits=10, alpha=1.0)...
  层数  0: Beta = -0.0000, Energy = -0.0000
  层数  5: Beta =  0.4847, Energy =  0.1235
  层数 39: Beta =  0.7619, Energy =  0.1442
  层数  5: Beta =  0.6085, Energy = -0.0319
  层数 39: Beta =  0.1161, Energy =  0.2324
  层数 39: Beta =  0.8066, Energy =  0.2945
  层数  5: Beta =  0.2198, Energy = -0.0756
  层数 39: Beta =  0.3493, Energy = -0.1656
  层数 39: Beta =  0.3362, Energy =  0.4182
  层数 39: Beta =  1.0882, Energy = -0.2749
  层数 39: Beta = -0.1295, Energy =  0.1249
  层数 39: Beta =  0.1078, Energy =  0.4451
  层数  5: Beta = -0.9311, Energy = -0.2521
  层数 39: Beta =  0.2228, Energy =  0.3081
  层数 39: Beta =  0.2230, Energy =  0.3081
  层数  5: Beta = -0.8048, Energy = -0.4788
  层数  5: Beta = -1.7270, Energy = -0.0880
  层数  5: Beta = -0.5181, Energy =  0.1208
  层数 39: Beta =  0.2228, Energy =  0.3081
  层数 39: Beta =  0.2228, Energy =  0.3081
  层数 39: Beta =  2.1075, Energy =  1.0223
  层数 15: Beta = -0.3170, Energy =  0.0777
  层数 39: Beta =  0.0707, Energy =  0.0784
  层数 15: Beta =  0.1654, Energy =  0.0338
  层数 15: Beta = -0.3431, Energy =  0.0078
  层数  5: Beta =  0.9374, Energy = -0.0601
  层数 15: Beta = -0.1103, Energy =  0.6226
  层数  5: Beta =  0.6351, Energy =  0.3466
  层数  5: Beta = -0.3827, Energy = -0.0847
  层数  5: Beta = -0.0028, Energy = -0.1554
  层数 10: Beta =  0.6957, Energy =  0.1543
  层数  5: Beta = -0.8668, Energy =  0.0932
  层数  5: Beta =  0.1149, Energy =  0.0929
  层数 10: Beta = -0.2957, Energy =  0.1985
  层数 10: Beta = -0.1798, Energy =  0.0838
  层数 10: Beta =  0.1830, Energy = -0.0055
  层数 20: Beta = -0.4348, Energy =  0.0851
  层数 20: Beta = -0.0916, Energy =  0.1489
  层数 10: Beta =  0.1836, Energy =  0.2637
  层数 20: Beta =  0.1526, Energy = -0.0869
  层数 10: Beta = -0.1645, Energy =  0.0203
  层数 20: Beta = -0.0515, Energy =  0.2375
  层数 10: Beta =  0.0333, Energy = -0.1338
  层数 10: Beta =  0.5694, Energy = -0.0892
  层数 10: Beta =  0.1782, Energy =  0.2771
  层数 10: Beta = -0.3579, Energy =  0.1051
  层数 10: Beta = -0.3469, Energy = -0.0599
  层数 10: Beta =  0.2116, Energy =  0.2166
  层数 10: Beta =  0.3819, Energy =  0.0115
  层数 15: Beta =  0.1067, Energy = -0.0256
  层数 10: Beta = -0.2427, Energy = -0.0922
  层数 25: Beta =  0.0741, Energy = -0.1200
  层数 15: Beta = -0.0344, Energy =  0.1240
  层数 25: Beta =  0.3144, Energy = -0.0444
  层数 25: Beta = -0.6373, Energy = -0.0254
  层数 15: Beta =  0.2930, Energy =  0.0558
  层数 15: Beta = -0.1585, Energy =  0.1002
  层数 25: Beta =  0.1751, Energy =  0.1195
  层数 15: Beta =  0.2053, Energy =  0.0105
  层数 15: Beta = -0.3346, Energy =  0.4865
  层数 15: Beta =  0.0404, Energy =  0.0227
  层数 15: Beta =  0.2324, Energy =  0.2376
  层数 15: Beta =  0.3049, Energy =  0.2928
  层数 15: Beta =  0.4726, Energy =  0.0555
  层数 15: Beta =  0.1115, Energy = -0.1070
  层数 15: Beta = -0.1194, Energy =  0.0933
  层数 15: Beta = -0.2688, Energy =  0.1885
  层数 30: Beta = -0.3301, Energy =  0.2148
  层数 30: Beta =  0.0518, Energy =  0.0761
  层数 30: Beta = -0.5162, Energy =  0.0356
  层数 15: Beta =  0.3687, Energy =  0.0549
  层数 20: Beta =  0.3454, Energy =  0.2743
  层数 30: Beta =  0.6617, Energy =  0.4038
  层数 20: Beta =  0.7871, Energy =  0.1763
  层数 20: Beta =  0.2473, Energy =  0.0256
  层数 20: Beta =  0.2485, Energy =  0.2393
  层数 20: Beta =  0.2585, Energy = -0.0070
  层数 20: Beta =  0.5957, Energy =  0.0592
  层数 20: Beta = -0.3096, Energy =  0.3234
  层数 35: Beta = -1.3051, Energy =  0.1044
  层数 35: Beta =  0.1300, Energy =  0.0981
  层数 20: Beta = -0.1431, Energy = -0.1197
  层数 20: Beta =  0.5039, Energy =  0.1671
  层数 20: Beta =  0.2687, Energy = -0.0430
  层数 20: Beta =  0.6419, Energy =  0.1492
  层数 35: Beta = -0.0786, Energy =  0.1664
  层数 20: Beta = -0.1240, Energy =  0.0645
  层数 20: Beta = -0.1028, Energy =  0.0535
  层数 20: Beta = -0.0099, Energy = -0.1211
  层数 35: Beta = -0.3992, Energy =  0.3689
  层数 25: Beta =  0.2089, Energy = -0.0471
  层数 25: Beta = -0.1084, Energy =  0.3239
  层数 39: Beta = -0.1077, Energy =  0.1147
  层数 39: Beta =  0.3277, Energy =  0.0471
  层数 39: Beta = -0.1516, Energy =  0.1314
  层数 39: Beta =  0.0141, Energy =  0.4228
  层数 25: Beta =  0.3613, Energy = -0.0820
  层数 25: Beta =  0.2266, Energy =  0.1262
  层数 25: Beta = -0.2177, Energy =  0.2054
  层数 25: Beta =  0.1949, Energy =  0.2758
  层数 25: Beta =  0.2276, Energy =  0.1004
  层数 25: Beta =  0.0704, Energy =  0.1084
  层数 25: Beta =  0.5580, Energy =  0.1293
  层数 25: Beta =  0.1717, Energy =  0.1171
  层数 25: Beta = -0.0607, Energy =  0.0730
  层数 25: Beta = -0.3234, Energy =  0.0357
  层数 25: Beta = -0.2626, Energy =  0.0816
  层数 25: Beta =  0.3249, Energy =  0.0960
  层数 30: Beta = -0.1035, Energy =  0.0686
  层数 30: Beta =  0.0736, Energy =  0.2806
  层数 30: Beta =  0.0594, Energy =  0.1315
  层数 30: Beta =  0.1090, Energy =  0.0830
  层数 30: Beta =  0.3672, Energy =  0.3635
  层数 30: Beta =  0.3438, Energy =  0.2022
  层数 30: Beta =  0.1140, Energy =  0.1163
  层数 30: Beta =  0.4483, Energy =  0.1538
  层数 30: Beta = -0.4631, Energy =  0.1559
  层数 30: Beta = -0.2929, Energy =  0.0636
  层数 30: Beta = -0.0638, Energy =  0.2101
  层数 30: Beta =  0.3048, Energy =  0.0677
  层数 30: Beta = -0.0028, Energy =  0.1489
  层数 30: Beta =  0.2592, Energy =  0.0745
  层数 35: Beta = -0.5643, Energy =  0.2392
  层数 35: Beta = -0.6267, Energy =  0.4161
  层数 35: Beta =  0.4494, Energy =  0.0990
  层数 35: Beta =  0.6236, Energy =  0.0801
  层数 39: Beta = -0.5746, Energy =  0.0900
  层数 35: Beta = -0.0726, Energy = -0.0539
  层数 35: Beta =  0.1195, Energy =  0.0272
  层数 35: Beta =  0.0866, Energy =  0.3100
  层数 35: Beta =  0.0759, Energy = -0.1307
  层数 35: Beta =  0.3812, Energy =  0.2231
  层数 35: Beta = -0.0071, Energy = -0.1364
  层数 35: Beta = -0.2596, Energy =  0.2558
  层数 35: Beta = -0.1094, Energy =  0.0424
  层数 35: Beta =  0.3274, Energy = -0.0109
  层数 39: Beta =  0.2558, Energy =  0.2382
  层数 35: Beta = -0.5192, Energy =  0.1063
  层数 39: Beta = -0.7887, Energy =  0.3260
  层数 39: Beta = -0.6388, Energy = -0.0287
  层数 39: Beta = -0.2460, Energy = -0.1231
  层数 39: Beta =  0.1807, Energy = -0.0246
  层数 39: Beta = -0.0545, Energy = -0.0227
  层数 39: Beta = -0.0252, Energy = -0.0550
  层数 39: Beta =  0.7016, Energy =  0.4378
  层数 39: Beta =  0.3891, Energy =  0.1314
  层数 39: Beta = -0.3599, Energy =  0.0437
  层数 39: Beta =  0.2474, Energy =  0.0069
  层数 39: Beta = -0.2338, Energy =  0.0523
  层数 39: Beta =  0.3820, Energy =  0.2525
✅ 数据生成完毕: ./data/raw/dataset_v2/part_4.npz
